exposure	group	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	OR	lower_ci	upper_ci
19259_176_EIF2S1_IF2A	Male	proximal	19259_176	IF2A	EIF2S1	3	IVW-MRE	-0.527106034633887	0.0463932791867188	6.48776242340787e-30	0.590310839248094	0.539001534121923	0.646504443631073
19260_4_GIPC1_GIPC1	Male	proximal	19260_4	GIPC1	GIPC1	2	IVW-MRE	0.465993449000365	0.111020094171062	2.70021442656343e-05	1.59359655966381	1.28196500947543	1.9809823015462
19280_29_UBE2D3_UB2D3	Male	proximal	19280_29	UB2D3	UBE2D3	2	IVW-MRE	0.191532090792233	0.00939712629558591	2.41652086119249e-92	1.21110369779353	1.18900131449283	1.23361694300129
19293_6_VPS26A_VP26A	Male	proximal	19293_6	VP26A	VPS26A	8	IVW-MRE	-0.207875326125663	0.0337428035545178	7.24778296069754e-10	0.812308304022533	0.760323543552189	0.867847361007927
19448_104_UPP1_UPP1	Male	proximal	19448_104	UPP1	UPP1	2	IVW-MRE	0.228197222028892	0.0151445175241434	2.63049993942838e-51	1.25633307755897	1.21958906212695	1.29418412380325
2192_63_CCL27_CTACK	Male	proximal	2192_63	CTACK	CCL27	2	IVW-MRE	-0.312744601214666	0.0449695858021066	3.53612860877333e-12	0.73143669675954	0.669727082331136	0.798832323615048
2514_65_EFNB3_Ephrin_B3	Male	proximal	2514_65	Ephrin_B3	EFNB3	2	IVW-MRE	-0.270583532641834	0.0239424065380884	1.29092254391309e-29	0.762934167427831	0.7279589283661	0.799589813583642
2612_5_EIF5_eIF_5	Male	proximal	2612_5	eIF_5	EIF5	3	IVW-MRE	-0.331008544898443	0.0379189314021467	2.56085415927952e-18	0.71819903207656	0.666756977890878	0.773609976017566
2614_28_EFNA4_Ephrin_A4	Male	proximal	2614_28	Ephrin_A4	EFNA4	2	IVW-MRE	-0.383171803033806	0.0440542030480322	3.38572762392128e-18	0.68169577182312	0.625303566346775	0.743173636505065
2634_2_IL2RG_IL_2_sRg	Male	proximal	2634_2	IL_2_sRg	IL2RG	2	IVW-MRE	-0.51817877199699	0.0209578542661802	5.78849784524044e-135	0.595604292013469	0.571634106427606	0.620579613210661
2645_54_PRKCZ_PKC_Z	Male	proximal	2645_54	PKC_Z	PRKCZ	2	IVW-MRE	-0.4174579	0.0046837	0	0.6587192	0.6526998	0.6647941
2654_19_TNFRSF1A_TNF_sR_I	Male	proximal	2654_19	TNF_sR_I	TNFRSF1A	7	IVW-MRE	-0.3641049	0.05002995	3.394622e-13	0.6948183	0.6299193	0.7664037
2683_1_C3_iC3b	Male	proximal	2683_1	iC3b	C3	2	IVW-MRE	0.07553578	0.01805997	2.883248e-05	1.078462	1.040955	1.11732
2747_3_ULBP3_ULBP_3	Male	proximal	2747_3	ULBP_3	ULBP3	2	IVW-MRE	-0.5859715	0.009851202	0	0.5565649	0.5459216	0.5674157
2833_20_KLK4_Kallikrein_4	Male	proximal	2833_20	Kallikrein_4	KLK4	2	IVW-MRE	-0.2988448	0.04644063	1.234843e-10	0.7416745	0.6771459	0.8123523
2970_60_AREG_AREG	Male	proximal	2970_60	AREG	AREG	3	IVW-MRE	-0.5793112	0.06286949	3.127169e-20	0.5602841	0.4953278	0.6337587
3010_53_TSLP_TSLP	Male	proximal	3010_53	TSLP	TSLP	2	IVW-MRE	-0.5217121	0.09974675	1.691735e-07	0.5935035	0.4881094	0.7216547
3070_1_IL2_IL_2	Male	proximal	3070_1	IL_2	IL2	3	IVW-MRE	-0.187068	0.04031847	3.488138e-06	0.8293873	0.7663684	0.8975882
3081_70_ULBP1_ULBP_1	Male	proximal	3081_70	ULBP_1	ULBP1	2	IVW-MRE	-0.3842102	0.07711204	6.277009e-07	0.6809882	0.5854644	0.7920976
3209_69_MEPE_MEPE	Male	proximal	3209_69	MEPE	MEPE	2	IVW-MRE	-0.4695458	0.04720624	2.607157e-23	0.6252862	0.5700279	0.6859013
3394_81_PLK1_PLK_1	Male	proximal	3394_81	PLK_1	PLK1	2	IVW-MRE	-0.1900252	0.005079756	2.861692e-306	0.8269383	0.8187459	0.8352127
3585_54_BSG_BASI	Male	proximal	3585_54	BASI	BSG	3	IVW-MRE	-0.2755784	0.0643652	1.85653e-05	0.7591329	0.6691586	0.8612051
3603_60_CLEC7A_CLC7A	Male	proximal	3603_60	CLC7A	CLEC7A	2	IVW-MRE	-0.27076	0.02958073	5.524353e-20	0.7627996	0.7198314	0.8083325
3685_53_MFRP_MFRP	Male	proximal	3685_53	MFRP	MFRP	2	IVW-MRE	-0.2733101	0.04717309	6.882344e-09	0.7608568	0.6936628	0.8345598
3817_18_PRKCQ_KPCT	Male	proximal	3817_18	KPCT	PRKCQ	2	IVW-MRE	-0.5447187	0.04682637	2.809572e-31	0.5800049	0.529142	0.6357569
3831_21_PTEN_pTEN	Male	proximal	3831_21	pTEN	PTEN	2	IVW-MRE	-0.4475316	0.09314155	1.54864e-06	0.639204	0.5325444	0.7672258
3839_60_AIP_AIP	Male	proximal	3839_60	AIP	AIP	2	IVW-MRE	-0.5467994	0.0565918	4.365373e-22	0.5787994	0.5180315	0.6466957
3860_7_PSMA6_PSA6	Male	proximal	3860_7	PSA6	PSMA6	2	IVW-MRE	-0.5747836	0.01067705	0	0.5628266	0.5511708	0.574729
3867_49_SEZ6L2_SE6L2	Male	proximal	3867_49	SE6L2	SEZ6L2	2	IVW-MRE	-0.5304846	0.003560659	0	0.5883198	0.5842283	0.59244
3874_8_UBE2L3_UB2L3	Male	proximal	3874_8	UB2L3	UBE2L3	3	IVW-MRE	-0.5678479	0.06012384	3.566371e-21	0.5667438	0.5037422	0.6376249
3888_8_ING1_ING1	Male	proximal	3888_8	ING1	ING1	2	IVW-MRE	-0.5156048	0.04828179	1.275372e-26	0.5971393	0.5432221	0.6564082
3897_61_PDXP_PLPP	Male	proximal	3897_61	PLPP	PDXP	3	IVW-MRE	-0.574681	0.0568448	5.006272e-24	0.5628844	0.5035376	0.6292257
4130_71_FGF6_FGF_6	Male	proximal	4130_71	FGF_6	FGF6	2	IVW-MRE	-0.5305655	0.02687728	9.719996e-87	0.5882722	0.5580844	0.6200928
4133_54_GZMB_Granzyme_B	Male	proximal	4133_54	Granzyme_B	GZMB	3	IVW-MRE	-0.3328855	0.07787115	1.91288e-05	0.7168523	0.6153815	0.8350547
4137_57_IL25_IL_17E	Male	proximal	4137_57	IL_17E	IL25	2	IVW-MRE	-0.1451274	0.03236768	7.335483e-06	0.8649121	0.8117458	0.9215606
4144_13_CCL13_MCP_4	Male	proximal	4144_13	MCP_4	CCL13	2	IVW-MRE	-0.4203951	0.02875345	2.073062e-48	0.6567873	0.6207966	0.6948646
4184_43_EIF4EBP2_4EBP2	Male	proximal	4184_43	4EBP2	EIF4EBP2	2	IVW-MRE	-0.1787149	0.01841916	2.937325e-22	0.8363443	0.8066895	0.8670893
4209_60_VTA1_DRG_1	Male	proximal	4209_60	DRG_1	VTA1	2	IVW-MRE	-0.495121	0.002705056	0	0.6094972	0.6062742	0.6127373
4250_23_NSFL1C_NSF1C	Male	proximal	4250_23	NSF1C	NSFL1C	2	IVW-MRE	-0.7307454	0.1769601	3.636551e-05	0.4815499	0.3404159	0.6811971
4261_55_PON1_paraoxonase_1	Male	proximal	4261_55	paraoxonase_1	PON1	2	IVW-MRE	0.1477386	0.001015259	0	1.15921	1.156905	1.161519
4393_3_FGF16_FGF_16	Male	proximal	4393_3	FGF_16	FGF16	2	IVW-MRE	-0.5219974	0.01566119	1.389902e-243	0.5933342	0.575398	0.6118296
4396_54_IFNL1_IFN_lambda_1	Male	proximal	4396_54	IFN_lambda_1	IFNL1	2	IVW-MRE	-0.5233373	0.02471652	1.673538e-99	0.5925398	0.5645188	0.6219517
4460_8_PDPK1_PDPK1	Male	proximal	4460_8	PDPK1	PDPK1	3	IVW-MRE	-0.5306223	0.08125065	6.547023e-11	0.5882388	0.5016395	0.689788
4890_10_POMC_ACTH	Male	proximal	4890_10	ACTH	POMC	2	IVW-MRE	-0.5336512	0.06445949	1.243594e-16	0.5864598	0.5168556	0.6654375
5033_27_TPM1_Tropomyosin_1_alpha_chain	Male	proximal	5033_27	Tropomyosin_1_alpha_chain	TPM1	2	IVW-MRE	-0.4143582	0.09771483	2.230377e-05	0.6607642	0.5455945	0.8002451
5097_14_KIR3DS1_KI3S1	Male	proximal	5097_14	KI3S1	KIR3DS1	2	IVW-MRE	-0.5273472	0.04311693	2.132738e-34	0.5901685	0.5423431	0.6422112
5100_53_SCARB2_LIMP_II	Male	proximal	5100_53	LIMP_II	SCARB2	3	IVW-MRE	-0.4142628	0.06088835	1.020041e-11	0.6608273	0.5864875	0.7445899
5117_14_ROBO3_ROBO3	Male	proximal	5117_14	ROBO3	ROBO3	2	IVW-MRE	-0.4234109	0.004575437	0	0.6548095	0.6489635	0.6607082
5230_99_HMGCR_HMGR	Male	proximal	5230_99	HMGR	HMGCR	2	IVW-MRE	-0.5117859	0.07534797	1.103604e-11	0.5994241	0.5171264	0.694819
5260_80_TYK2_TYK2	Male	proximal	5260_80	TYK2	TYK2	2	IVW-MRE	-0.4061842	0.07838441	2.19577e-07	0.6661875	0.5713133	0.7768168
5264_65_CALR_calreticulin	Male	proximal	5264_65	calreticulin	CALR	2	IVW-MRE	-0.3586168	0.03659286	1.123779e-22	0.698642	0.6502887	0.7505907
5355_69_TNFSF14_LIGHT	Male	proximal	5355_69	LIGHT	TNFSF14	2	IVW-MRE	-0.2022193	0.01928083	9.798015e-26	0.8169158	0.7866202	0.8483781
5443_62_NPPA_ANP	Male	proximal	5443_62	ANP	NPPA	4	IVW-MRE	-0.1601824	0.03622332	9.775605e-06	0.8519884	0.7935966	0.9146767
5467_15_HSP90AB1_HSP_90b	Male	proximal	5467_15	HSP_90b	HSP90AB1	2	IVW-MRE	-0.4486095	0.08195048	4.396083e-08	0.6385154	0.5437681	0.7497717
5534_49_TNFRSF10B_TRAIL_R2	Male	proximal	5534_49	TRAIL_R2	TNFRSF10B	2	IVW-MRE	-0.1783798	0.03290005	5.897882e-08	0.8366246	0.7843783	0.892351
5611_56_DEFB108B_D108B	Male	proximal	5611_56	D108B	DEFB108B	2	IVW-MRE	-0.3470382	0.03777743	4.062543e-20	0.7067784	0.6563363	0.7610971
5669_26_SIRPB2_SIRB2	Male	proximal	5669_26	SIRB2	SIRPB2	2	IVW-MRE	-0.4680219	0.06535978	8.026531e-13	0.6262398	0.5509413	0.7118296
5716_49_CSAG1_CSAG1	Male	proximal	5716_49	CSAG1	CSAG1	6	IVW-MRE	-0.144867	0.03226165	7.109735e-06	0.8651374	0.812126	0.9216091
5752_63_SUSD3_SUSD3	Male	proximal	5752_63	SUSD3	SUSD3	2	IVW-MRE	-0.4663343	0.06623806	1.918577e-12	0.6272975	0.5509226	0.7142604
5765_53_DEFB121_DB121	Male	proximal	5765_53	DB121	DEFB121	2	IVW-MRE	-0.2291596	0.04198224	4.802065e-08	0.7952016	0.7323881	0.8634024
5803_24_C3_C3d	Male	proximal	5803_24	C3d	C3	2	IVW-MRE	-0.1151782	0.004201897	2.028095e-165	0.8912073	0.8838977	0.8985774
5822_22_GDNF_GDNF	Male	proximal	5822_22	GDNF	GDNF	3	IVW-MRE	0.1611039	0.0233293	4.997491e-12	1.174807	1.122298	1.229773
5870_23_BAD_BAD	Male	proximal	5870_23	BAD	BAD	2	IVW-MRE	-0.543647	0.02543766	2.448366e-101	0.5806268	0.5523878	0.6103094
5897_58_GRP_Gastrin_releasing_peptide	Male	proximal	5897_58	Gastrin_releasing_peptide	GRP	2	IVW-MRE	-0.1424803	0.001948053	0	0.8672047	0.8638998	0.8705221
5939_42_TNFSF12_TWEAK	Male	proximal	5939_42	TWEAK	TNFSF12	4	IVW-MRE	-0.4931292	0.09423601	1.668562e-07	0.6107124	0.5077167	0.7346019
6086_15_CHRDL2_CRDL2	Male	proximal	6086_15	CRDL2	CHRDL2	9	IVW-MRE	0.3721605	0.07476892	6.441908e-07	1.450866	1.253091	1.679855
6228_58_SPACA1_sperm_acrosome_associated_1	Male	proximal	6228_58	sperm_acrosome_associated_1	SPACA1	2	IVW-MRE	-0.4257972	0.02731238	8.527039e-55	0.6532488	0.6191984	0.6891716
6284_7_FAM150B_F150B	Male	proximal	6284_7	F150B	FAM150B	2	IVW-MRE	-0.593429	0.03757777	3.530777e-56	0.5524297	0.5132042	0.5946534
6315_58_PLBD1_PLBL1	Male	proximal	6315_58	PLBL1	PLBD1	2	IVW-MRE	0.1572039	0.0235057	2.263838e-11	1.170234	1.117543	1.22541
6411_58_DEFB135_DB135	Male	proximal	6411_58	DB135	DEFB135	3	IVW-MRE	0.08291102	0.01564771	1.166917e-07	1.086445	1.05363	1.120282
6441_62_ADAMTS6_ATS6	Male	proximal	6441_62	ATS6	ADAMTS6	2	IVW-MRE	0.3176577	0.02926653	1.909729e-27	1.373906	1.297313	1.455021
6491_59_KLK15_kallikrein_15	Male	proximal	6491_59	kallikrein_15	KLK15	2	IVW-MRE	-0.5567628	0.02113145	5.469776e-153	0.5730612	0.5498111	0.5972944
6609_22_CNP_CN37	Male	proximal	6609_22	CN37	CNP	2	IVW-MRE	-0.4419343	0.09394161	2.546745e-06	0.6427918	0.5346944	0.772743
6631_17_COL9A1_CO9A1	Male	proximal	6631_17	CO9A1	COL9A1	2	IVW-MRE	-0.44703	0.1039971	1.7197e-05	0.6395247	0.5215947	0.7841181
6706_18_ALPPL2_PPBN	Male	proximal	6706_18	PPBN	ALPPL2	2	IVW-MRE	0.8174739	0.0563779	1.213252e-47	2.264772	2.027844	2.529381
6899_37_PCBD2_PHS2	Male	proximal	6899_37	PHS2	PCBD2	2	IVW-MRE	-0.1177638	0.001839545	0	0.888906	0.8857068	0.8921168
6900_30_UBE2J1_UB2J1	Male	proximal	6900_30	UB2J1	UBE2J1	2	IVW-MRE	0.1402396	0.006331628	1.065087e-108	1.150549	1.136359	1.164917
6918_183_CCK_CCKN	Male	proximal	6918_183	CCKN	CCK	6	IVW-MRE	0.2714535	0.0538019	4.525113e-07	1.31187	1.180575	1.457766
7016_12_GCNT1_GCNT1	Male	proximal	7016_12	GCNT1	GCNT1	2	IVW-MRE	-0.4703006	0.1088316	1.550694e-05	0.6248144	0.5047911	0.7733754
7060_2_ERO1L_ERO1A	Male	proximal	7060_2	ERO1A	ERO1L	2	IVW-MRE	0.1122485	0.005698159	2.195386e-86	1.118791	1.106365	1.131356
7065_1_G6B_G6B	Male	proximal	7065_1	G6B	G6B	2	IVW-MRE	-0.2625397	0.05354661	9.43784e-07	0.7690959	0.6924695	0.8542014
7070_25_KEL_KELL	Male	proximal	7070_25	KELL	KEL	2	IVW-MRE	-0.3563554	0.01997601	3.508951e-71	0.7002237	0.6733376	0.7281834
7090_17_GALNT1_GALT1	Male	proximal	7090_17	GALT1	GALNT1	4	IVW-MRE	0.5512284	0.09046297	1.105271e-09	1.735383	1.453422	2.072045
7132_55_C1QL4_C1QL4	Male	proximal	7132_55	C1QL4	C1QL4	2	IVW-MRE	0.1370177	0.009133195	7.106349e-51	1.146848	1.126501	1.167563
7139_14_SLITRK4_SLIK4	Male	proximal	7139_14	SLIK4	SLITRK4	2	IVW-MRE	-0.06084463	0.009472731	1.334959e-10	0.9409694	0.9236601	0.9586032
7143_9_GCNT2_GNT2C	Male	proximal	7143_9	GNT2C	GCNT2	2	IVW-MRE	-0.4605561	0.06084054	3.735436e-14	0.6309327	0.5600084	0.7108395
7206_20_FBP1_F16P1	Male	proximal	7206_20	F16P1	FBP1	7	IVW-MRE	-0.1916946	0.04314905	8.887189e-06	0.8255589	0.7586105	0.8984156
7782_34_EDDM3B_EP3B	Male	proximal	7782_34	EP3B	EDDM3B	2	IVW-MRE	-0.5915774	0.04730007	6.844127e-36	0.5534536	0.5044505	0.6072169
7790_21_LIF_LIF	Male	proximal	7790_21	LIF	LIF	2	IVW-MRE	-0.3394182	0.002114279	0	0.7121846	0.7092394	0.715142
7894_155_FGF3_FGF_3	Male	proximal	7894_155	FGF_3	FGF3	2	IVW-MRE	-0.3185476	0.03153861	5.510659e-24	0.7272045	0.683613	0.7735756
7898_29_MDM1_MDM1	Male	proximal	7898_29	MDM1	MDM1	4	IVW-MRE	-0.3411612	0.08165659	2.940834e-05	0.7109443	0.6057983	0.83434
7952_2_VTI1A_VTI1A	Male	proximal	7952_2	VTI1A	VTI1A	2	IVW-MRE	-0.4588226	0.01939459	9.940903e-124	0.6320274	0.6084528	0.6565154
7995_16_VWC2L_VWC2L	Male	proximal	7995_16	VWC2L	VWC2L	2	IVW-MRE	0.1431143	0.0181563	3.212895e-15	1.153862	1.113522	1.195663
8070_88_DLG4_DLG4	Male	proximal	8070_88	DLG4	DLG4	2	IVW-MRE	-0.4543893	0.09648414	2.483594e-06	0.6348355	0.525451	0.7669908
8307_47_C11orf68_CK068	Male	proximal	8307_47	CK068	C11orf68	2	IVW-MRE	-0.5156892	0.07189019	7.32161e-13	0.5970889	0.5186147	0.6874374
8323_163_TFF3_TFF3	Male	proximal	8323_163	TFF3	TFF3	3	IVW-MRE	-0.2430085	0.05333205	5.200857e-06	0.7842649	0.7064243	0.8706827
8367_142_VSIG1_VSIG1	Male	proximal	8367_142	VSIG1	VSIG1	2	IVW-MRE	-0.3864328	0.06452434	2.112053e-09	0.6794764	0.5987564	0.7710785
8450_36_ADCYAP1_PACAP_38	Male	proximal	8450_36	PACAP_38	ADCYAP1	2	IVW-MRE	-0.4635503	0.008041341	0	0.6290464	0.6192097	0.6390393
8556_5_FAM134B_F134B	Male	proximal	8556_5	F134B	FAM134B	2	IVW-MRE	-0.2864807	0.01658647	7.651613e-67	0.7509016	0.7268827	0.7757142
8687_26_TMEM106B_T106B	Male	proximal	8687_26	T106B	TMEM106B	2	IVW-MRE	-0.3045804	0.04138415	1.841426e-13	0.7374327	0.679979	0.7997409
8800_14_TTC17_TTC17	Male	proximal	8800_14	TTC17	TTC17	2	IVW-MRE	-0.3633792	0.04282901	2.168017e-17	0.6953227	0.6393367	0.7562114
8828_21_ESRP1_ESRP1	Male	proximal	8828_21	ESRP1	ESRP1	2	IVW-MRE	-0.3089642	0.01431542	2.616611e-103	0.734207	0.7138928	0.7550993
8864_59_CENPW_CENPW	Male	proximal	8864_59	CENPW	CENPW	2	IVW-MRE	-0.2778872	0.0344674	7.485993e-16	0.7573822	0.7079065	0.8103159
8970_9_RIPK2_RIPK2	Male	proximal	8970_9	RIPK2	RIPK2	3	IVW-MRE	-0.4667949	0.06143958	3.016145e-14	0.6270087	0.5558724	0.7072484
9064_12_RNF215_RN215	Male	proximal	9064_12	RN215	RNF215	3	IVW-MRE	-0.5863316	0.04334587	1.086254e-41	0.5563645	0.5110492	0.605698
9075_121_KIAA1024_K1024	Male	proximal	9075_121	K1024	KIAA1024	2	IVW-MRE	-0.433264	0.07692086	1.775194e-08	0.6483893	0.5576472	0.7538973
9211_19_SERPINF1_PEDF	Male	proximal	9211_19	PEDF	SERPINF1	5	IVW-MRE	-0.1244832	0.02996323	3.259555e-05	0.8829531	0.8325924	0.93636
9594_30_SLC30A5_ZNT5	Male	proximal	9594_30	ZNT5	SLC30A5	2	IVW-MRE	0.1610273	0.01162909	1.327392e-43	1.174717	1.148245	1.2018
9774_59_RNF150_RN150	Male	proximal	9774_59	RN150	RNF150	2	IVW-MRE	0.5578629	0.1039485	8.017873e-08	1.746935	1.424932	2.141704
9808_41_TNRC6B_TNR6B	Male	proximal	9808_41	TNR6B	TNRC6B	2	IVW-MRE	-0.5103484	0.08112925	3.163216e-10	0.6002864	0.5120353	0.7037479
9831_12_G3BP2_G3BP2	Male	proximal	9831_12	G3BP2	G3BP2	3	IVW-MRE	-0.471992	0.08421964	2.090997e-08	0.6237585	0.5288436	0.7357083
9834_62_ADH1B_ADH1B	Male	proximal	9834_62	ADH1B	ADH1B	2	IVW-MRE	0.2543237	0.02404906	3.883323e-26	1.289589	1.230213	1.351831
9855_10_RHOA_Rho_A	Male	proximal	9855_10	Rho_A	RHOA	2	IVW-MRE	-0.4463843	0.06469121	5.191799e-12	0.6399378	0.5637305	0.7264472
9859_180_SAT1_SSAT_1	Male	proximal	9859_180	SSAT_1	SAT1	2	IVW-MRE	0.1413163	0.01455371	2.733732e-22	1.151789	1.119398	1.185117
9864_38_TTC1_TTC1	Male	proximal	9864_38	TTC1	TTC1	2	IVW-MRE	-0.3922748	0.06817426	8.715504e-09	0.6755184	0.5910253	0.7720907
9995_6_DUT_DUT	Male	proximal	9995_6	DUT	DUT	2	IVW-MRE	-0.6848355	0.1025694	2.442127e-11	0.5041732	0.4123546	0.6164368
10430_31_SLC3A2_4F2	Male	rectal	10430_31	4F2	SLC3A2	3	IVW-MRE	-0.145012616254142	0.0271344450469986	9.08040411532308e-08	0.865011379838495	0.820208970968449	0.912261038021347
10506_53_PGRMC2_PGRC2	Male	rectal	10506_53	PGRC2	PGRMC2	2	IVW-MRE	-0.247975866404579	0.0221964470995914	5.59882766152416e-29	0.780378776396443	0.747156282119614	0.815078517338243
10511_10_COL6A3_Collagen_alpha_3_VI_	Male	rectal	10511_10	Collagen_alpha_3_VI_	COL6A3	3	IVW-MRE	-0.200119449613723	0.0443950831339162	6.55360016624961e-06	0.818632961846462	0.750411307663132	0.893056806817673
10560_1_ITM2C_ITM2C	Male	rectal	10560_1	ITM2C	ITM2C	3	IVW-MRE	-0.189097441381717	0.0306656343453084	6.98496455896815e-10	0.82770584996347	0.779422448118065	0.878980295881822
10623_19_MUC1_MUC1	Male	rectal	10623_19	MUC1	MUC1	2	IVW-MRE	-0.133877905363555	0.0212160551551809	2.78645051394775e-10	0.874696853878376	0.839069806904512	0.911836631337396
10710_23_ZPBP2_ZPBP2	Male	rectal	10710_23	ZPBP2	ZPBP2	2	IVW-MRE	-0.222443100941954	0.0256722629582899	4.52603816161587e-18	0.800560556595924	0.761274911261663	0.841873540420523
10716_35_PSMD5_PSMD5	Male	rectal	10716_35	PSMD5	PSMD5	3	IVW-MRE	-0.247216275298052	0.0207430930077684	9.53653897589203e-33	0.780971770362675	0.749857014775459	0.813377609444712
11107_25_TENM3_TEN3	Male	rectal	11107_25	TEN3	TENM3	2	IVW-MRE	-0.130498981947676	0.0195049105272306	2.22301998291258e-11	0.877657386449426	0.844738128648367	0.911859500436823
11135_5_MRPL55_RM55	Male	rectal	11135_5	RM55	MRPL55	2	IVW-MRE	0.412467390543114	0.0661642860564101	4.54706821519009e-10	1.51054028360627	1.32682038216863	1.71969919897366
11146_4_TBX22_TBX22	Male	rectal	11146_4	TBX22	TBX22	2	IVW-MRE	-0.179424683225116	0.0336135446886512	9.40455970545105e-08	0.83575089463476	0.782464104225041	0.892666582545129
11154_3_NFE2L1_NF2L1	Male	rectal	11154_3	NF2L1	NFE2L1	2	IVW-MRE	-0.11898758702711	0.0256652036995676	3.54968262636689e-06	0.88781882116451	0.844262860928156	0.933621856050133
11284_24_LAIR1_LAIR1	Male	rectal	11284_24	LAIR1	LAIR1	2	IVW-MRE	-0.208523682956081	0.0285939919408387	3.04097857063252e-13	0.811781809081953	0.767537525804162	0.858576530008659
11289_31_CSNK1D_KC1D	Male	rectal	11289_31	KC1D	CSNK1D	2	IVW-MRE	-0.274352293358619	0.0621335738334203	1.00765547073181e-05	0.760064262497521	0.672916453087767	0.858498377436097
11407_57_PLSCR3_PLS3	Male	rectal	11407_57	PLS3	PLSCR3	2	IVW-MRE	-0.179670024701132	0.0369046157548706	1.12450019735892e-06	0.835545875427575	0.777242350702693	0.898222940776268
11448_34_GALK1_GALK1	Male	rectal	11448_34	GALK1	GALK1	3	IVW-MRE	-0.264975494274032	0.0324122111899153	2.954370803297e-16	0.767224751144994	0.720000459911501	0.817546448292338
11486_26_ZNF174_ZN174	Male	rectal	11486_26	ZN174	ZNF174	2	IVW-MRE	-0.196106358249861	0.0222578738960958	1.24421198559431e-18	0.82192481154471	0.786838869966697	0.858575270768461
11549_6_ISL1_ISL1	Male	rectal	11549_6	ISL1	ISL1	3	IVW-MRE	-0.218344801093652	0.0376432390101735	6.61678445046376e-09	0.803848226129696	0.746674785402323	0.865399479511939
11565_58_ZNF23_ZNF23	Male	rectal	11565_58	ZNF23	ZNF23	2	IVW-MRE	0.117628735396314	0.00705271020309506	1.87829174007734e-62	1.12482642559905	1.10938457363317	1.14048321726917
11591_43_PRC1_PRC1	Male	rectal	11591_43	PRC1	PRC1	2	IVW-MRE	-0.175543471929374	0.03720708983484	2.38161216979044e-06	0.83900092339179	0.779993753233429	0.902472034595402
11593_21_CXCL9_MIG	Male	rectal	11593_21	MIG	CXCL9	2	IVW-MRE	-0.16996286085992	0.0361459988767987	2.57472819835783e-06	0.843696150164035	0.785991721808659	0.905637011244375
11636_33_TAGLN2_Transgelin_2	Male	rectal	11636_33	Transgelin_2	TAGLN2	2	IVW-MRE	-0.242671110403186	0.0548330908955583	9.61601007533358e-06	0.784529494934848	0.704586644092924	0.873542712713634
12428_2_LYPLAL1_LYPL1	Male	rectal	12428_2	LYPL1	LYPLAL1	2	IVW-MRE	-0.116687439343276	0.0246743654921079	2.25521907075353e-06	0.889863285953767	0.847851992383025	0.933956250386102
12430_78_PAIP1_PAIP1	Male	rectal	12430_78	PAIP1	PAIP1	2	IVW-MRE	-0.162565825339479	0.0110835616235477	1.04431666900055e-48	0.849960139469205	0.831694905009648	0.868626505146296
12515_45_UCK2_UCK2	Male	rectal	12515_45	UCK2	UCK2	3	IVW-MRE	-0.201987557616732	0.0138167477345161	2.1238055682212e-48	0.817105094613745	0.795274148273243	0.839535318849998
12556_7_UBE2C_UBE2C	Male	rectal	12556_7	UBE2C	UBE2C	2	IVW-MRE	-0.338902268060621	0.00202191254630383	0	0.712552084783475	0.709733865420803	0.715381494763875
12594_5_GCA_GRAN	Male	rectal	12594_5	GRAN	GCA	4	IVW-MRE	-0.0997817132142599	0.0208797258864617	1.76273987180661e-06	0.905034953646482	0.868744705985168	0.942841161136094
12618_50_AKR1C1_Aldo_keto_reductase_1C1	Male	rectal	12618_50	Aldo_keto_reductase_1C1	AKR1C1	3	IVW-MRE	-0.461376500209876	0.0881944801664371	1.68273389474691e-07	0.630415281225314	0.530339622050752	0.749375325316272
12636_113_SMYD2_SMYD2	Male	rectal	12636_113	SMYD2	SMYD2	2	IVW-MRE	-0.506827707440191	0.102907271435427	8.43209738691554e-07	0.60240355119236	0.492369435326104	0.737027955946976
12684_5_SCIN_ADSV	Male	rectal	12684_5	ADSV	SCIN	2	IVW-MRE	-0.406883866566235	0.0462279151939079	1.34768755377813e-18	0.665721498335944	0.608054610987615	0.728857417308
12698_72_KPNA4_IMA4	Male	rectal	12698_72	IMA4	KPNA4	2	IVW-MRE	-0.279272701935511	0.0114523839631319	2.43421178241663e-131	0.756333621447146	0.739545571115665	0.773502768826518
12706_2_CDC42BPA_MRCKA	Male	rectal	12706_2	MRCKA	CDC42BPA	6	IVW-MRE	-0.200822230433667	0.0180919223879749	1.25297199331817e-28	0.818057844416723	0.789557672691046	0.847586769096727
12717_65_TOX3_TOX3	Male	rectal	12717_65	TOX3	TOX3	3	IVW-MRE	0.371240536045027	0.0888562984847311	2.94099353156506e-05	1.44953169607812	1.21784413243783	1.72529643323824
12734_112_KIF22_KIF22	Male	rectal	12734_112	KIF22	KIF22	2	IVW-MRE	-0.367858624733747	0.0504580703833525	3.09076652035103e-13	0.692215036856557	0.627032790238776	0.764173205468024
12790_10_CCDC51_CCD51	Male	rectal	12790_10	CCD51	CCDC51	3	IVW-MRE	-0.481968309561427	0.10992880892388	1.1632319733093e-05	0.617566632412006	0.497863779232834	0.766049994752368
12799_65_DNAJC27_DJC27	Male	rectal	12799_65	DJC27	DNAJC27	2	IVW-MRE	-0.177536180953493	0.0383917163595331	3.75800991343651e-06	0.837330703364452	0.776635659701801	0.902769140250413
